order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating,Revenue,discount_band,order_value,price_tier,discount_value,year,month,year_month
ORD112667,19-10-2025,Adidas,Model-770,Running,Unisex,6,Blue,153,10,137.7,4,550.8,Card,Retail Store,UAE,Medium,4.5,550.8,0_to_10,550.8,Mid,15.3,2025,10,2025-10
ORD112668,14-09-2024,Puma,Model-415,Training,Women,10,White,74,20,59.2,1,59.2,Card,Online,Germany,High,5,59.2,11_to_20,59.2,Budget,14.8,2024,9,2024-09
ORD112669,06-03-2022,Nike,Model-680,Basketball,Women,11,Grey,124,20,99.2,3,297.6,Wallet,Retail Store,India,Medium,4.5,297.6,11_to_20,297.6,Mid,24.8,2022,3,2022-03
ORD112670,16-11-2020,Reebok,Model-145,Running,Unisex,11,White,114,0,114,1,114,Wallet,Online,UAE,High,4.5,114,0_to_10,114,Mid,0,2020,11,2020-11
ORD112671,27-01-2019,ASICS,Model-603,Training,Unisex,11,Blue,191,20,152.8,1,152.8,Bank Transfer,Online,Germany,Medium,4.5,152.8,11_to_20,152.8,Premium,38.2,2019,1,2019-01
ORD112672,06-12-2019,Nike,Model-647,Lifestyle,Unisex,7,Red,146,15,124.1,4,496.4,Cash,Retail Store,USA,High,4,496.4,11_to_20,496.4,Mid,21.9,2019,12,2019-12
ORD112673,16-01-2018,ASICS,Model-666,Basketball,Unisex,10,White,145,0,145,3,435,Card,Online,UK,Low,3,435,0_to_10,435,Premium,0,2018,1,2018-01
ORD112674,07-03-2025,Nike,Model-675,Running,Men,8,Red,103,15,87.55,4,350.2,Card,Online,India,Low,4,350.2,11_to_20,350.2,Budget,15.45,2025,3,2025-03
ORD112675,09-08-2025,ASICS,Model-752,Running,Men,8,Black,102,10,91.8,1,91.8,Wallet,Retail Store,India,Medium,4.8,91.8,0_to_10,91.8,Budget,10.2,2025,8,2025-08
ORD112676,17-05-2018,Adidas,Model-973,Gym,Women,7,Blue,198,20,158.4,4,633.6,Cash,Online,UAE,Medium,4.2,633.6,11_to_20,633.6,Premium,39.6,2018,5,2018-05
ORD112677,15-07-2025,New Balance,Model-597,Lifestyle,Men,7,Black,109,0,109,3,327,Bank Transfer,Retail Store,UK,Medium,3.5,327,0_to_10,327,Mid,0,2025,7,2025-07
ORD112678,05-11-2024,Puma,Model-522,Lifestyle,Men,9,Grey,150,30,105,1,105,Wallet,Online,USA,Medium,4.1,105,21_to_30,105,Mid,45,2024,11,2024-11
ORD112679,24-02-2022,Adidas,Model-815,Running,Women,11,Blue,199,20,159.2,4,636.8,Wallet,Online,Germany,Low,3.3,636.8,11_to_20,636.8,Premium,39.8,2022,2,2022-02
ORD112680,07-06-2026,ASICS,Model-392,Running,Women,9,Grey,121,20,96.8,4,387.2,Card,Online,UAE,Medium,3.2,387.2,11_to_20,387.2,Mid,24.2,2026,6,2026-06
ORD112681,17-01-2026,New Balance,Model-334,Training,Women,7,Grey,203,5,192.85,4,771.4,Wallet,Online,India,Low,4.5,771.4,0_to_10,771.4,Premium,10.15,2026,1,2026-01
ORD112682,25-10-2021,ASICS,Model-473,Basketball,Men,9,Black,104,20,83.2,3,249.6,Card,Online,UAE,Medium,3.6,249.6,11_to_20,249.6,Budget,20.8,2021,10,2021-10
ORD112683,25-01-2019,ASICS,Model-287,Gym,Women,11,Blue,200,10,180,4,720,Cash,Retail Store,Germany,Low,4,720,0_to_10,720,Premium,20,2019,1,2019-01
ORD112684,23-01-2025,Nike,Model-113,Training,Unisex,8,Grey,170,30,119,3,357,Bank Transfer,Retail Store,Pakistan,High,3.9,357,21_to_30,357,Mid,51,2025,1,2025-01
ORD112685,01-01-2024,Puma,Model-331,Gym,Women,6,Black,212,5,201.4,2,402.8,Card,Retail Store,India,Low,3.9,402.8,0_to_10,402.8,Premium,10.6,2024,1,2024-01
ORD112686,07-09-2022,Reebok,Model-820,Running,Unisex,10,Blue,107,0,107,4,428,Card,Retail Store,Germany,High,4.1,428,0_to_10,428,Mid,0,2022,9,2022-09
ORD112687,21-11-2019,Reebok,Model-976,Gym,Men,10,Red,94,5,89.3,1,89.3,Cash,Retail Store,Pakistan,Medium,4.9,89.3,0_to_10,89.3,Budget,4.7,2019,11,2019-11
ORD112688,26-02-2018,Adidas,Model-209,Gym,Women,11,Grey,174,30,121.8,3,365.4,Card,Online,USA,Medium,3.6,365.4,21_to_30,365.4,Mid,52.2,2018,2,2018-02
ORD112689,28-03-2019,Nike,Model-993,Basketball,Unisex,6,Black,171,20,136.8,3,410.4,Card,Online,India,Low,3.4,410.4,11_to_20,410.4,Mid,34.2,2019,3,2019-03
ORD112690,01-07-2019,Puma,Model-173,Gym,Women,11,Grey,161,10,144.9,2,289.8,Cash,Retail Store,India,Medium,4,289.8,0_to_10,289.8,Premium,16.1,2019,7,2019-07
ORD112691,26-05-2022,Adidas,Model-653,Basketball,Women,11,White,198,15,168.3,4,673.2,Card,Retail Store,Germany,Medium,3.3,673.2,11_to_20,673.2,Premium,29.7,2022,5,2022-05
ORD112692,13-08-2026,Adidas,Model-919,Lifestyle,Unisex,11,Grey,72,10,64.8,3,194.4,Wallet,Retail Store,India,High,3.9,194.4,0_to_10,194.4,Budget,7.2,2026,8,2026-08
ORD112693,07-07-2026,Reebok,Model-475,Basketball,Men,9,Grey,208,15,176.8,2,353.6,Card,Retail Store,Pakistan,High,3.3,353.6,11_to_20,353.6,Premium,31.2,2026,7,2026-07
ORD112694,06-10-2021,Puma,Model-770,Basketball,Unisex,7,Red,103,10,92.7,4,370.8,Cash,Online,Pakistan,Low,4.9,370.8,0_to_10,370.8,Budget,10.3,2021,10,2021-10
ORD112695,19-05-2023,Reebok,Model-759,Running,Women,8,Blue,149,15,126.65,3,379.95,Card,Online,India,Low,4.2,379.95,11_to_20,379.95,Mid,22.35,2023,5,2023-05
ORD112696,12-06-2021,ASICS,Model-565,Running,Men,8,Black,107,0,107,3,321,Card,Online,India,High,3.6,321,0_to_10,321,Mid,0,2021,6,2021-06
ORD112697,11-03-2021,New Balance,Model-973,Gym,Unisex,10,Blue,76,0,76,3,228,Bank Transfer,Online,Pakistan,Medium,3.2,228,0_to_10,228,Budget,0,2021,3,2021-03
ORD112698,13-11-2023,Puma,Model-643,Basketball,Unisex,11,Blue,120,20,96,4,384,Card,Online,UAE,Low,3.5,384,11_to_20,384,Budget,24,2023,11,2023-11
ORD112699,24-01-2022,Nike,Model-790,Training,Unisex,11,White,132,30,92.4,2,184.8,Card,Online,Germany,Low,3.8,184.8,21_to_30,184.8,Budget,39.6,2022,1,2022-01
ORD112700,29-08-2019,Nike,Model-312,Gym,Unisex,8,Red,210,30,147,4,588,Card,Retail Store,UAE,High,4.6,588,21_to_30,588,Premium,63,2019,8,2019-08
ORD112701,17-12-2026,Reebok,Model-463,Lifestyle,Men,7,Black,145,20,116,3,348,Bank Transfer,Online,Pakistan,High,3.7,348,11_to_20,348,Mid,29,2026,12,2026-12
ORD112702,11-11-2026,Adidas,Model-997,Running,Unisex,11,Red,104,20,83.2,3,249.6,Card,Retail Store,UK,Low,4.3,249.6,11_to_20,249.6,Budget,20.8,2026,11,2026-11
ORD112703,18-03-2024,ASICS,Model-518,Running,Unisex,6,Blue,132,10,118.8,3,356.4,Cash,Retail Store,Pakistan,High,4.9,356.4,0_to_10,356.4,Mid,13.2,2024,3,2024-03
ORD112704,10-01-2021,Adidas,Model-231,Training,Unisex,6,Black,177,0,177,2,354,Card,Online,UAE,Low,4.3,354,0_to_10,354,Premium,0,2021,1,2021-01
ORD112705,21-02-2021,Puma,Model-183,Gym,Women,7,Black,165,5,156.75,3,470.25,Card,Online,Germany,High,3.8,470.25,0_to_10,470.25,Premium,8.25,2021,2,2021-02
ORD112706,30-11-2026,ASICS,Model-921,Lifestyle,Men,6,Black,107,5,101.65,1,101.65,Bank Transfer,Retail Store,UAE,Medium,4,101.65,0_to_10,101.65,Mid,5.35,2026,11,2026-11
ORD112707,02-12-2020,New Balance,Model-332,Lifestyle,Unisex,11,White,196,15,166.6,4,666.4,Wallet,Online,UK,High,3.7,666.4,11_to_20,666.4,Premium,29.4,2020,12,2020-12
ORD112708,16-05-2023,ASICS,Model-466,Lifestyle,Men,10,Black,196,10,176.4,2,352.8,Bank Transfer,Retail Store,Germany,Low,3.3,352.8,0_to_10,352.8,Premium,19.6,2023,5,2023-05
ORD112709,17-03-2022,ASICS,Model-188,Gym,Women,9,Black,94,15,79.9,4,319.6,Wallet,Online,India,High,3.9,319.6,11_to_20,319.6,Budget,14.1,2022,3,2022-03
ORD112710,15-12-2019,Nike,Model-117,Running,Women,6,White,193,20,154.4,4,617.6,Card,Online,Germany,Medium,3.6,617.6,11_to_20,617.6,Premium,38.6,2019,12,2019-12
ORD112711,18-02-2019,Reebok,Model-669,Lifestyle,Women,10,Blue,180,5,171,2,342,Card,Retail Store,USA,High,4.8,342,0_to_10,342,Premium,9,2019,2,2019-02
ORD112712,02-03-2019,Adidas,Model-411,Running,Men,6,Black,183,5,173.85,3,521.55,Card,Online,Germany,Medium,4,521.55,0_to_10,521.55,Premium,9.15,2019,3,2019-03
ORD112713,23-05-2025,Puma,Model-160,Lifestyle,Unisex,7,Blue,180,0,180,1,180,Card,Retail Store,USA,Medium,4.9,180,0_to_10,180,Premium,0,2025,5,2025-05
ORD112714,19-11-2021,Adidas,Model-842,Basketball,Unisex,9,Black,136,30,95.2,3,285.6,Bank Transfer,Retail Store,Pakistan,High,4.3,285.6,21_to_30,285.6,Budget,40.8,2021,11,2021-11
ORD112715,10-04-2019,ASICS,Model-324,Gym,Men,9,Black,156,5,148.2,3,444.6,Wallet,Retail Store,Pakistan,Low,4.7,444.6,0_to_10,444.6,Premium,7.8,2019,4,2019-04
ORD112716,27-03-2025,Puma,Model-975,Training,Unisex,7,Black,94,5,89.3,3,267.9,Bank Transfer,Retail Store,UK,High,4.8,267.9,0_to_10,267.9,Budget,4.7,2025,3,2025-03
ORD112717,05-05-2018,Nike,Model-750,Basketball,Unisex,11,Black,123,5,116.85,2,233.7,Card,Retail Store,Germany,Medium,3.2,233.7,0_to_10,233.7,Mid,6.15,2018,5,2018-05
ORD112718,17-04-2019,Adidas,Model-244,Gym,Men,8,Black,63,0,63,1,63,Card,Online,UK,Medium,3.4,63,0_to_10,63,Budget,0,2019,4,2019-04
ORD112719,28-09-2022,Nike,Model-773,Gym,Men,9,Red,86,15,73.1,3,219.3,Wallet,Retail Store,UK,High,3.6,219.3,11_to_20,219.3,Budget,12.9,2022,9,2022-09
ORD112720,03-06-2026,Adidas,Model-476,Running,Unisex,8,Black,219,30,153.3,1,153.3,Cash,Retail Store,USA,Medium,4.1,153.3,21_to_30,153.3,Premium,65.7,2026,6,2026-06
ORD112721,03-12-2025,Adidas,Model-561,Running,Unisex,6,Blue,67,30,46.9,4,187.6,Bank Transfer,Retail Store,UAE,Low,4.2,187.6,21_to_30,187.6,Budget,20.1,2025,12,2025-12
ORD112722,13-05-2021,Reebok,Model-164,Running,Unisex,6,Black,190,10,171,3,513,Cash,Online,UAE,Medium,4.4,513,0_to_10,513,Premium,19,2021,5,2021-05
ORD112723,10-01-2026,Reebok,Model-925,Basketball,Women,9,White,76,20,60.8,4,243.2,Wallet,Online,USA,High,4.2,243.2,11_to_20,243.2,Budget,15.2,2026,1,2026-01
ORD112724,01-10-2026,New Balance,Model-697,Basketball,Unisex,7,Black,86,0,86,3,258,Bank Transfer,Retail Store,Pakistan,High,4,258,0_to_10,258,Budget,0,2026,10,2026-10
ORD112725,29-06-2024,ASICS,Model-603,Basketball,Unisex,6,Red,88,5,83.6,4,334.4,Wallet,Online,UK,Low,4.8,334.4,0_to_10,334.4,Budget,4.4,2024,6,2024-06
ORD112726,30-03-2021,Nike,Model-365,Running,Men,7,Red,200,0,200,2,400,Wallet,Retail Store,India,Low,4.7,400,0_to_10,400,Premium,0,2021,3,2021-03
ORD112727,18-09-2020,New Balance,Model-650,Gym,Men,8,Blue,210,15,178.5,4,714,Card,Retail Store,India,High,3.9,714,11_to_20,714,Premium,31.5,2020,9,2020-09
ORD112728,10-11-2023,ASICS,Model-943,Lifestyle,Men,9,Red,182,5,172.9,1,172.9,Wallet,Online,UK,High,3.5,172.9,0_to_10,172.9,Premium,9.1,2023,11,2023-11
ORD112729,18-11-2020,Reebok,Model-388,Lifestyle,Unisex,11,White,101,15,85.85,2,171.7,Card,Retail Store,UAE,Medium,3.9,171.7,11_to_20,171.7,Budget,15.15,2020,11,2020-11
ORD112730,06-05-2022,New Balance,Model-545,Training,Unisex,6,Red,159,30,111.3,1,111.3,Cash,Online,UK,High,3.8,111.3,21_to_30,111.3,Mid,47.7,2022,5,2022-05
ORD112731,06-01-2023,Puma,Model-230,Training,Unisex,6,Black,144,30,100.8,1,100.8,Card,Online,USA,Low,5,100.8,21_to_30,100.8,Mid,43.2,2023,1,2023-01
ORD112732,20-11-2022,Reebok,Model-777,Basketball,Women,11,Grey,64,15,54.4,3,163.2,Bank Transfer,Online,Germany,High,4.5,163.2,11_to_20,163.2,Budget,9.6,2022,11,2022-11
ORD112733,31-01-2026,Puma,Model-919,Running,Men,7,White,132,20,105.6,3,316.8,Wallet,Online,Pakistan,Low,4.8,316.8,11_to_20,316.8,Mid,26.4,2026,1,2026-01
ORD112734,08-11-2021,ASICS,Model-773,Running,Men,8,Black,137,15,116.45,4,465.8,Wallet,Retail Store,Germany,Low,3.3,465.8,11_to_20,465.8,Mid,20.55,2021,11,2021-11
ORD112735,31-01-2019,Nike,Model-670,Gym,Women,11,White,200,10,180,4,720,Cash,Retail Store,India,Medium,3.6,720,0_to_10,720,Premium,20,2019,1,2019-01
ORD112736,10-09-2019,Reebok,Model-582,Lifestyle,Unisex,11,Blue,121,15,102.85,2,205.7,Bank Transfer,Retail Store,India,High,3.4,205.7,11_to_20,205.7,Mid,18.15,2019,9,2019-09
ORD112737,15-06-2023,Adidas,Model-560,Lifestyle,Women,9,Black,76,0,76,4,304,Wallet,Retail Store,UAE,Low,4.7,304,0_to_10,304,Budget,0,2023,6,2023-06
ORD112738,27-05-2025,Adidas,Model-177,Training,Women,8,White,147,30,102.9,2,205.8,Cash,Online,UAE,High,4.4,205.8,21_to_30,205.8,Mid,44.1,2025,5,2025-05
ORD112739,27-10-2022,Adidas,Model-498,Running,Men,9,White,196,20,156.8,2,313.6,Bank Transfer,Online,Pakistan,Medium,3.3,313.6,11_to_20,313.6,Premium,39.2,2022,10,2022-10
ORD112740,12-06-2022,Adidas,Model-706,Running,Unisex,10,Grey,103,15,87.55,2,175.1,Bank Transfer,Online,UK,Medium,3.1,175.1,11_to_20,175.1,Budget,15.45,2022,6,2022-06
ORD112741,13-01-2021,ASICS,Model-938,Gym,Men,10,Grey,213,10,191.7,4,766.8,Cash,Retail Store,USA,Low,3.2,766.8,0_to_10,766.8,Premium,21.3,2021,1,2021-01
ORD112742,23-08-2022,Adidas,Model-269,Running,Women,9,Blue,82,15,69.7,2,139.4,Bank Transfer,Retail Store,UAE,High,4.2,139.4,11_to_20,139.4,Budget,12.3,2022,8,2022-08
ORD112743,11-12-2020,Reebok,Model-827,Running,Unisex,6,Black,138,5,131.1,1,131.1,Card,Retail Store,India,Medium,4.9,131.1,0_to_10,131.1,Mid,6.9,2020,12,2020-12
ORD112744,01-02-2023,Nike,Model-759,Training,Unisex,7,Red,160,0,160,3,480,Card,Online,UK,Low,3.3,480,0_to_10,480,Premium,0,2023,2,2023-02
ORD112745,11-06-2021,Adidas,Model-222,Lifestyle,Unisex,6,White,68,5,64.6,2,129.2,Bank Transfer,Retail Store,Pakistan,Low,3.5,129.2,0_to_10,129.2,Budget,3.4,2021,6,2021-06
ORD112746,29-01-2024,New Balance,Model-146,Lifestyle,Unisex,6,Black,118,15,100.3,2,200.6,Bank Transfer,Retail Store,India,High,3.6,200.6,11_to_20,200.6,Mid,17.7,2024,1,2024-01
ORD112747,21-04-2019,Adidas,Model-445,Basketball,Men,11,White,124,10,111.6,3,334.8,Bank Transfer,Online,Pakistan,Low,4.8,334.8,0_to_10,334.8,Mid,12.4,2019,4,2019-04
ORD112748,08-11-2026,Puma,Model-716,Training,Women,6,Grey,97,30,67.9,1,67.9,Cash,Online,Germany,High,3.7,67.9,21_to_30,67.9,Budget,29.1,2026,11,2026-11
ORD112749,12-10-2023,Puma,Model-870,Basketball,Men,10,Black,142,15,120.7,2,241.4,Bank Transfer,Retail Store,UAE,Low,3.1,241.4,11_to_20,241.4,Mid,21.3,2023,10,2023-10
ORD112750,07-10-2020,Adidas,Model-376,Gym,Unisex,9,Grey,141,0,141,1,141,Card,Online,India,High,3,141,0_to_10,141,Mid,0,2020,10,2020-10
ORD112751,23-11-2024,Nike,Model-567,Training,Women,10,Red,161,5,152.95,2,305.9,Bank Transfer,Online,UK,High,4.7,305.9,0_to_10,305.9,Premium,8.05,2024,11,2024-11
ORD112752,16-11-2024,ASICS,Model-443,Running,Women,11,Red,135,0,135,1,135,Wallet,Retail Store,Germany,Low,4.4,135,0_to_10,135,Mid,0,2024,11,2024-11
ORD112753,25-10-2023,Puma,Model-225,Training,Unisex,11,White,214,15,181.9,2,363.8,Card,Retail Store,USA,Low,4.2,363.8,11_to_20,363.8,Premium,32.1,2023,10,2023-10
ORD112754,21-02-2020,ASICS,Model-234,Basketball,Women,10,Grey,129,30,90.3,1,90.3,Bank Transfer,Online,USA,Low,3.6,90.3,21_to_30,90.3,Budget,38.7,2020,2,2020-02
ORD112755,23-12-2018,ASICS,Model-930,Training,Unisex,8,Red,161,30,112.7,3,338.1,Bank Transfer,Online,UK,Medium,3.7,338.1,21_to_30,338.1,Mid,48.3,2018,12,2018-12
ORD112756,04-01-2020,Nike,Model-857,Lifestyle,Unisex,11,White,71,30,49.7,1,49.7,Wallet,Retail Store,Pakistan,Medium,4.5,49.7,21_to_30,49.7,Budget,21.3,2020,1,2020-01
ORD112757,24-04-2022,Nike,Model-922,Gym,Women,8,White,150,20,120,1,120,Card,Retail Store,USA,Medium,3.8,120,11_to_20,120,Mid,30,2022,4,2022-04
ORD112758,20-06-2025,New Balance,Model-271,Basketball,Unisex,11,Black,119,20,95.2,2,190.4,Wallet,Online,India,High,3.6,190.4,11_to_20,190.4,Budget,23.8,2025,6,2025-06
ORD112759,02-01-2024,Nike,Model-247,Lifestyle,Men,11,White,124,15,105.4,4,421.6,Bank Transfer,Retail Store,Pakistan,High,4.4,421.6,11_to_20,421.6,Mid,18.6,2024,1,2024-01
ORD112760,20-07-2021,ASICS,Model-197,Gym,Women,11,White,83,10,74.7,4,298.8,Card,Retail Store,Pakistan,Medium,3.8,298.8,0_to_10,298.8,Budget,8.3,2021,7,2021-07
ORD112761,07-03-2024,Nike,Model-297,Gym,Unisex,10,White,175,30,122.5,3,367.5,Card,Online,UAE,Medium,4.3,367.5,21_to_30,367.5,Mid,52.5,2024,3,2024-03
ORD112762,06-08-2026,New Balance,Model-456,Training,Women,8,Red,117,5,111.15,1,111.15,Bank Transfer,Retail Store,UK,High,3.6,111.15,0_to_10,111.15,Mid,5.85,2026,8,2026-08
ORD112763,14-05-2023,ASICS,Model-738,Basketball,Unisex,6,Black,201,10,180.9,1,180.9,Bank Transfer,Retail Store,India,Medium,4.7,180.9,0_to_10,180.9,Premium,20.1,2023,5,2023-05
ORD112764,13-01-2025,ASICS,Model-272,Gym,Women,8,Black,74,20,59.2,1,59.2,Card,Online,India,Low,3.7,59.2,11_to_20,59.2,Budget,14.8,2025,1,2025-01
ORD112765,04-10-2022,New Balance,Model-818,Basketball,Men,8,Grey,68,15,57.8,1,57.8,Bank Transfer,Online,Germany,High,4.3,57.8,11_to_20,57.8,Budget,10.2,2022,10,2022-10
ORD112766,15-06-2026,Adidas,Model-527,Lifestyle,Women,10,Blue,139,5,132.05,2,264.1,Wallet,Online,India,Medium,4.3,264.1,0_to_10,264.1,Mid,6.95,2026,6,2026-06
ORD112767,04-06-2026,Reebok,Model-815,Running,Unisex,10,White,108,10,97.2,2,194.4,Card,Retail Store,USA,High,4.2,194.4,0_to_10,194.4,Mid,10.8,2026,6,2026-06
ORD112768,11-03-2022,Puma,Model-971,Lifestyle,Women,10,Red,71,20,56.8,2,113.6,Bank Transfer,Online,USA,Medium,3.4,113.6,11_to_20,113.6,Budget,14.2,2022,3,2022-03
ORD112769,06-05-2026,Nike,Model-373,Gym,Unisex,11,Black,60,20,48,1,48,Card,Online,India,High,4.6,48,11_to_20,48,Budget,12,2026,5,2026-05
ORD112770,25-09-2021,Reebok,Model-614,Gym,Men,7,Red,174,30,121.8,3,365.4,Wallet,Retail Store,USA,Medium,4.7,365.4,21_to_30,365.4,Mid,52.2,2021,9,2021-09
ORD112771,23-08-2026,Adidas,Model-103,Basketball,Women,10,Grey,152,15,129.2,4,516.8,Bank Transfer,Online,USA,Medium,3.9,516.8,11_to_20,516.8,Mid,22.8,2026,8,2026-08
ORD112772,26-07-2018,ASICS,Model-792,Training,Women,9,Black,108,20,86.4,4,345.6,Card,Retail Store,Pakistan,High,3.9,345.6,11_to_20,345.6,Budget,21.6,2018,7,2018-07
ORD112773,19-10-2023,New Balance,Model-734,Basketball,Unisex,6,Blue,179,10,161.1,4,644.4,Bank Transfer,Retail Store,UAE,Low,3,644.4,0_to_10,644.4,Premium,17.9,2023,10,2023-10
ORD112774,26-08-2026,Puma,Model-617,Running,Unisex,7,Blue,60,15,51,3,153,Card,Retail Store,India,Low,3.8,153,11_to_20,153,Budget,9,2026,8,2026-08
ORD112775,21-06-2023,Reebok,Model-331,Gym,Women,8,Grey,198,20,158.4,1,158.4,Wallet,Retail Store,UAE,Low,4.6,158.4,11_to_20,158.4,Premium,39.6,2023,6,2023-06
ORD112776,08-08-2019,ASICS,Model-724,Basketball,Women,9,Red,165,0,165,2,330,Bank Transfer,Online,India,Low,3.7,330,0_to_10,330,Premium,0,2019,8,2019-08
ORD112777,24-05-2024,New Balance,Model-448,Running,Men,10,Blue,142,10,127.8,2,255.6,Card,Online,Pakistan,Low,4.8,255.6,0_to_10,255.6,Mid,14.2,2024,5,2024-05
ORD112778,14-11-2021,New Balance,Model-383,Running,Unisex,8,Red,118,30,82.6,4,330.4,Wallet,Retail Store,India,Low,4.6,330.4,21_to_30,330.4,Budget,35.4,2021,11,2021-11
ORD112779,23-06-2026,New Balance,Model-855,Running,Unisex,8,White,100,15,85,4,340,Card,Online,Germany,Medium,4.8,340,11_to_20,340,Budget,15,2026,6,2026-06
ORD112780,28-04-2022,Reebok,Model-338,Lifestyle,Unisex,11,White,182,5,172.9,3,518.7,Wallet,Retail Store,UAE,Medium,4.3,518.7,0_to_10,518.7,Premium,9.1,2022,4,2022-04
ORD112781,21-07-2021,Puma,Model-125,Lifestyle,Men,8,Blue,121,20,96.8,3,290.4,Bank Transfer,Retail Store,UAE,Low,4.5,290.4,11_to_20,290.4,Mid,24.2,2021,7,2021-07
ORD112782,31-03-2019,Nike,Model-993,Basketball,Men,6,Grey,187,20,149.6,2,299.2,Cash,Online,UK,Low,3.8,299.2,11_to_20,299.2,Premium,37.4,2019,3,2019-03
ORD112783,17-10-2021,ASICS,Model-607,Basketball,Women,8,Grey,123,0,123,1,123,Cash,Retail Store,UAE,High,4.1,123,0_to_10,123,Mid,0,2021,10,2021-10
ORD112784,09-09-2025,Reebok,Model-282,Lifestyle,Men,9,White,81,5,76.95,4,307.8,Bank Transfer,Retail Store,Pakistan,Low,5,307.8,0_to_10,307.8,Budget,4.05,2025,9,2025-09
ORD112785,31-03-2022,Nike,Model-838,Training,Men,6,Grey,155,5,147.25,4,589,Bank Transfer,Retail Store,UAE,High,4.8,589,0_to_10,589,Premium,7.75,2022,3,2022-03
ORD112786,08-11-2021,Puma,Model-397,Running,Women,7,Blue,133,20,106.4,1,106.4,Card,Online,UK,Low,4.1,106.4,11_to_20,106.4,Mid,26.6,2021,11,2021-11
ORD112787,12-05-2021,ASICS,Model-316,Running,Women,10,Blue,143,0,143,2,286,Cash,Retail Store,Pakistan,Medium,5,286,0_to_10,286,Premium,0,2021,5,2021-05
ORD112788,28-09-2020,Adidas,Model-717,Lifestyle,Unisex,6,White,61,20,48.8,2,97.6,Cash,Online,UK,High,4.4,97.6,11_to_20,97.6,Budget,12.2,2020,9,2020-09
ORD112789,12-06-2023,Puma,Model-684,Lifestyle,Unisex,10,Red,186,0,186,4,744,Cash,Retail Store,Pakistan,Low,4.3,744,0_to_10,744,Premium,0,2023,6,2023-06
ORD112790,07-07-2025,Adidas,Model-847,Gym,Men,9,Blue,154,5,146.3,1,146.3,Bank Transfer,Online,USA,High,4.5,146.3,0_to_10,146.3,Premium,7.7,2025,7,2025-07
ORD112791,05-10-2023,Nike,Model-794,Gym,Women,9,Black,205,15,174.25,1,174.25,Wallet,Retail Store,UK,Low,4.5,174.25,11_to_20,174.25,Premium,30.75,2023,10,2023-10
ORD112792,21-04-2018,New Balance,Model-375,Basketball,Men,11,Red,87,5,82.65,1,82.65,Wallet,Online,UAE,Medium,3.5,82.65,0_to_10,82.65,Budget,4.35,2018,4,2018-04
ORD112793,24-12-2023,ASICS,Model-113,Running,Men,8,Black,159,0,159,2,318,Bank Transfer,Online,Germany,High,4.4,318,0_to_10,318,Premium,0,2023,12,2023-12
ORD112794,18-11-2018,New Balance,Model-602,Gym,Men,6,Blue,141,0,141,4,564,Card,Online,UAE,Medium,4.8,564,0_to_10,564,Mid,0,2018,11,2018-11
ORD112795,09-04-2021,Reebok,Model-374,Training,Men,11,White,110,20,88,3,264,Wallet,Online,India,Low,4.4,264,11_to_20,264,Budget,22,2021,4,2021-04
ORD112796,19-06-2022,New Balance,Model-524,Running,Women,6,Red,69,30,48.3,3,144.9,Card,Retail Store,India,High,3.5,144.9,21_to_30,144.9,Budget,20.7,2022,6,2022-06
ORD112797,24-03-2020,New Balance,Model-960,Lifestyle,Men,7,Black,132,20,105.6,3,316.8,Card,Retail Store,Pakistan,Medium,3.7,316.8,11_to_20,316.8,Mid,26.4,2020,3,2020-03
ORD112798,28-06-2018,Reebok,Model-470,Training,Unisex,10,Red,135,30,94.5,3,283.5,Wallet,Online,Pakistan,High,3.5,283.5,21_to_30,283.5,Budget,40.5,2018,6,2018-06
ORD112799,29-12-2026,ASICS,Model-879,Lifestyle,Men,11,Blue,106,30,74.2,3,222.6,Card,Retail Store,UK,Medium,4.7,222.6,21_to_30,222.6,Budget,31.8,2026,12,2026-12
ORD112800,15-01-2024,Nike,Model-857,Basketball,Women,9,Grey,146,10,131.4,2,262.8,Cash,Online,Germany,Medium,3.3,262.8,0_to_10,262.8,Mid,14.6,2024,1,2024-01
ORD112801,11-04-2026,Nike,Model-622,Gym,Men,6,Blue,91,0,91,4,364,Card,Online,USA,High,3.5,364,0_to_10,364,Budget,0,2026,4,2026-04
ORD112802,02-08-2025,Reebok,Model-923,Lifestyle,Women,9,Grey,89,30,62.3,4,249.2,Bank Transfer,Online,Pakistan,High,3.4,249.2,21_to_30,249.2,Budget,26.7,2025,8,2025-08
ORD112803,09-08-2020,Nike,Model-257,Basketball,Women,10,Red,76,0,76,3,228,Bank Transfer,Retail Store,USA,High,4,228,0_to_10,228,Budget,0,2020,8,2020-08
ORD112804,05-04-2023,ASICS,Model-901,Running,Women,8,Black,91,20,72.8,2,145.6,Bank Transfer,Retail Store,India,Medium,4.7,145.6,11_to_20,145.6,Budget,18.2,2023,4,2023-04
ORD112805,12-02-2023,New Balance,Model-803,Basketball,Unisex,11,Black,148,5,140.6,2,281.2,Cash,Retail Store,Pakistan,High,4.2,281.2,0_to_10,281.2,Mid,7.4,2023,2,2023-02
